s=0.000000:	0.431226
s=0.010000:	0.445815
s=0.020000:	0.454433
s=0.030000:	0.461810
s=0.040000:	0.475500
s=0.050000:	0.480838
s=0.060000:	0.488470
s=0.070000:	0.488557
s=0.080000:	0.490823
s=0.090000:	0.493514
s=0.100000:	0.497179
s=0.110000:	0.505906
s=0.120000:	0.503873
s=0.130000:	0.509465
s=0.140000:	0.507923
s=0.150000:	0.500393
s=0.160000:	0.497227
s=0.170000:	0.494331
s=0.180000:	0.491134
s=0.190000:	0.490617
s=0.200000:	0.486504
s=0.210000:	0.486775
s=0.220000:	0.484026
s=0.230000:	0.484659
s=0.240000:	0.482032
s=0.250000:	0.478309
s=0.260000:	0.475721
s=0.270000:	0.472696
s=0.280000:	0.471089
s=0.290000:	0.468275
s=0.300000:	0.466702
s=0.310000:	0.461960
s=0.320000:	0.460225
s=0.330000:	0.461467
s=0.340000:	0.460468
s=0.350000:	0.453130
s=0.360000:	0.450738
s=0.370000:	0.448425
s=0.380000:	0.444706
s=0.390000:	0.434743
s=0.400000:	0.432216
s=0.410000:	0.429274
s=0.420000:	0.426778
s=0.430000:	0.424715
s=0.440000:	0.420030
s=0.450000:	0.416770
s=0.460000:	0.414115
s=0.470000:	0.410960
s=0.480000:	0.406261
s=0.490000:	0.402703
s=0.500000:	0.398420
s=0.510000:	0.395818
s=0.520000:	0.392866
s=0.530000:	0.389020
s=0.540000:	0.384741
s=0.550000:	0.381361
s=0.560000:	0.379181
s=0.570000:	0.376393
s=0.580000:	0.373497
s=0.590000:	0.365614
s=0.600000:	0.353452
s=0.610000:	0.350144
s=0.620000:	0.347054
s=0.630000:	0.344044
s=0.640000:	0.338197
s=0.650000:	0.336496
s=0.660000:	0.334124
s=0.670000:	0.330642
s=0.680000:	0.327125
s=0.690000:	0.322952
s=0.700000:	0.318833
s=0.710000:	0.311553
s=0.720000:	0.306399
s=0.730000:	0.297469
s=0.740000:	0.293658
s=0.750000:	0.291047
s=0.760000:	0.288090
s=0.770000:	0.283299
s=0.780000:	0.281467
s=0.790000:	0.279381
s=0.800000:	0.277462
s=0.810000:	0.276126
s=0.820000:	0.271567
s=0.830000:	0.267287
s=0.840000:	0.264704
s=0.850000:	0.261330
s=0.860000:	0.258849
s=0.870000:	0.255662
s=0.880000:	0.253236
s=0.890000:	0.251367
s=0.900000:	0.248637
s=0.910000:	0.246701
s=0.920000:	0.243782
s=0.930000:	0.241033
s=0.940000:	0.238158
s=0.950000:	0.235079
s=0.960000:	0.233058
s=0.970000:	0.229416
s=0.980000:	0.226670
s=0.990000:	0.223173
s=1.000000:	0.219826
