mu=0.000000:	0.126284
mu=0.000100:	0.240761
mu=0.000200:	0.239800
mu=0.000300:	0.239337
mu=0.000400:	0.239027
mu=0.000500:	0.238980
mu=0.000600:	0.238864
mu=0.000700:	0.238655
mu=0.000800:	0.238437
mu=0.000900:	0.238267
mu=0.001000:	0.238443
mu=0.001100:	0.238317
mu=0.001200:	0.238317
mu=0.001300:	0.238353
mu=0.001400:	0.238330
mu=0.001500:	0.238269
mu=0.001600:	0.237964
mu=0.001700:	0.237946
mu=0.001800:	0.237879
mu=0.001900:	0.237740
mu=0.002000:	0.237738
mu=0.002100:	0.237520
mu=0.002200:	0.237309
mu=0.002300:	0.237294
mu=0.002400:	0.237098
mu=0.002500:	0.237045
mu=0.002600:	0.236937
mu=0.002700:	0.236833
mu=0.002800:	0.236793
mu=0.002900:	0.236788
mu=0.003000:	0.236680
mu=0.003100:	0.236651
mu=0.003200:	0.236628
mu=0.003300:	0.236614
mu=0.003400:	0.236609
mu=0.003500:	0.236600
mu=0.003600:	0.236680
mu=0.003700:	0.236674
mu=0.003800:	0.236674
mu=0.003900:	0.236654
mu=0.004000:	0.236556
mu=0.004100:	0.236543
mu=0.004200:	0.236658
mu=0.004300:	0.236606
mu=0.004400:	0.236691
mu=0.004500:	0.236708
mu=0.004600:	0.236698
mu=0.004700:	0.236698
mu=0.004800:	0.236691
mu=0.004900:	0.236670
mu=0.005000:	0.236654
